-4.30679223744292E-06 8.61358447488585E-07
0 0
0 0
-6.75542237442922E-06 1.35108447488584E-06
0 0
-1.45125570776256E-05 5.1474600456621E-06
0 0
-6.29937214611872E-06 1.25987442922374E-06
0 0
-7.25884703196347E-06 2.29646118721461E-06
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-1.60388127853881E-07 8.01940639269406E-08
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-2.14041095890411E-08 4.28082191780822E-09
0 0
-1.76141552511416E-06 7.66837899543379E-07
0 0
0 0
0 0
-7.21404109589041E-06 2.91095890410959E-06
0 0
-7.49971461187215E-06 1.97348744292237E-06
0 0
-5.15231164383562E-05 2.32501712328767E-05
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-6.50684931506849E-07 3.25342465753425E-07
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-1.88344748858447E-05 7.75496575342466E-06
0 0
0 0
-5.35359589041096E-06 1.91055936073059E-06
0 0
0 0
-3.34463470319635E-05 1.30916666666667E-05
0 0
-0.000149556607734018 2.01128167808219E-05
0 0
0 0
0 0
0 0
-4.57832194634703E-05 1.01646381278539E-05
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-0.000147989221889269 5.48525970319635E-05
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-0.000130406712756849 4.08942408675799E-05
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 -14.8748481693562
0 0
-2.57191780821918E-05 1.28595890410959E-05
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-1.39840182648402E-08 2.79680365296804E-09
-1.62728310502283E-06 4.78966894977169E-07
0 0
0 0
0 0
0 0
-0.000931442976883562 0.000304978881278539
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-1.86329908675799E-06 3.72659817351598E-07
0 0
0 0
1.71232876712329E-07 -3.42465753424658E-08
0 0
0 0
0 0
0 0
-1.912100456621E-08 3.82420091324201E-09
0 0
0 0
0 0
0 0
0 0
-1.15856164383562E-05 2.31712328767123E-06
0 0
0 0
0 0
0 0
-7.89098173515982E-07 1.57819634703196E-07
-1.10759132420091E-06 2.21518264840183E-07
0 0
-6.77511415525114E-07 1.35502283105023E-07
-9.50627853881278E-07 1.90125570776256E-07
0 0
0 0
0 0
-1.52825342465753E-06 3.05650684931507E-07
-8.4560502283105E-07 1.6912100456621E-07
0 0
0 0
-6.94063926940639E-07 1.38812785388128E-07
-1.90610730593607E-06 3.81221461187215E-07
0 0
0 0
-4.44063926940639E-07 8.88127853881278E-08
-5.05993150684932E-07 1.01198630136986E-07
0 0
-1.13356164383562E-06 2.26712328767123E-07
-6.20433789954338E-07 1.24086757990868E-07
0 0
0 0
0 0
-6.46404109589041E-07 1.29280821917808E-07
-9.42922374429224E-07 1.88584474885845E-07
0 0
-1.65753424657534E-06 3.31506849315069E-07
-1.10673515981735E-06 2.2134703196347E-07
0 0
-2.0550799086758E-06 4.1101598173516E-07
-1.17037671232877E-06 2.34075342465753E-07
0 0
0 0
-8.57020547945205E-07 1.71404109589041E-07
-6.31563926940639E-07 1.26312785388128E-07
0 0
0 0
-1.71232876712329E-09 3.42465753424658E-10
0 0
0 0
0 0
-1.61329908675799E-06 3.22659817351598E-07
-1.27882420091324E-06 2.55764840182648E-07
-8.57020547945205E-07 1.71404109589041E-07
-3.41609589041096E-07 6.83219178082192E-08
0 0
0 0
-8.47317351598173E-07 1.69463470319635E-07
-1.4115296803653E-06 2.82305936073059E-07
0 0
0 0
-1.89783105022831E-06 3.79566210045662E-07
-2.03852739726027E-06 4.07705479452055E-07
0 0
-7.3458904109589E-07 1.46917808219178E-07
-4.48630136986301E-07 8.97260273972603E-08
0 0
0 0
-1.78852739726027E-06 3.57705479452055E-07
0 0
0 0
-9.82477168949772E-06 1.96495433789954E-06
0 0
0 0
0 0
0 0
0 0
-1.42037671232877E-06 2.84075342465753E-07
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-1.78110730593607E-06 3.56221461187215E-07
0 0
-1.92123287671233E-06 3.84246575342466E-07
0 0
-1.57648401826484E-06 3.15296803652968E-07
0 0
